Medicines,Drugs
Raxonac ,Diclofenac Sodium 
Regofenac ,Diclofenac Sodium 
Rheugin ,Diclofenac Sodium 
Rheunil ,Diclofenac Sodium 
Rumso ,Diclofenac Sodium 
Rhunor ,Ibuprofen 
Recam ,Meloxicam 
Rel-Xicam ,Meloxicam 
Rakalide ,Nimesulide 
Rheuslide ,Nimesulide 
Rheumatus ,Piroxicam 
Ripocam ,Piroxicam 
Rocicain ,Piroxicam 
Roxidin ,Piroxicam 
Rumolon ,Piroxicam 
Rupirox ,Piroxicam 
Redrine ,Orphenadrine and Paracetamol
Rama-D Plus ,Tramadol 
Rentolin ,Salbutamol 
Respirate ,Salbutamol 
Respolin ,Salbutamol 
Retrieve cream ,Fluocinolone
Ribascot ,Ribavirin 
Rhinathiol Promethazine  syrup,Carbocisteine And Promethazine
Rifadin  syrup,Rifampicin
Seradep ,Escitalopram
Seroxat ,Paroxetine
Sinemet ,Carbidopa 
Sofvasc ,Amlodipine 
Sert ,Sertraline 
Serc ,Betahistine 
Survive ,Simvastatin
Sangobion  capsule,Iron with Multiple Vitamins
Seroquel ,Quetiapine
Seroquel ,Quetiapine 
Synalar ,Fluocinolone
Stat-A ,Atorvastatin calcium trihydrate 
Stemetil ,Prochlorperazine
Skilax ,Sodium Picosulphate
Stugeron Tablet ,Cinnarizine 
Stugeron Forte ,Cinnarizine 
Silliver ,Silymarin 
Sunny D Stat ,Vitamin D3 
Sartan ,Losartan Potassium
Spasfon ,Phloroglucinol 
Secnidal ,Secnidazole 
Secnidal Forte  tablet,Secnidazole
Sitagen-M ,Metformin 
Sulvorid ,Levosulpiride 
SgIndrop D Soft Gels (,Vitamin D3
Salazodine EC ,Sulphasalazine 
Salbo ,Salbutamol 
Scabion Lotion  lotion,Crotamiton
Serlin ,Sertraline 
Simbex ,Ezetimibe 
Sinaxamol ,Orphenadrine 
Softeal ,Hypromellose
Spasler Neo ,Mebeverine 
SPASMOMEN (Otilonium Bromide) TABLET  tablet,Otilonium Bromide
Stiemazole Lotion ,Clotrimazole 
Suxeed Sachet  sachet,Folic Acid
Serenace ,Haloperidol 
Sunny D insta Vitamin D,Cholecalciferol 
Sunvit ,Cholecalciferol 
S-Gliptin Plus ,Metformin
Solophar Oral Mint Flavour spray,Dequalinium Chloride 
Seroft ,Sertraline
Saltra  ,Salmeterol 
Sopral Plus ,Bisoprolol and Hydrochlorothiazide 
Sopral ,Bisoprolol 
Scicon-MR ,Gliclazide 
Scicon MR ,Gliclazide 
Steady ,Glimepiride 
Silo ,Sitagliptin 
Sitaglu ,Sitagliptin 
Sita met ,Sitagliptin 
Sitaglu Met ,Sitagliptin 
Sonotic ,Nalbuphine 
Sensocain ,Bupivacaine 
Syngab ,Pregabalin. 
Sulphakream-N ,Sulphanilamide 
Soneta ,Tizanidine 
S-Choline ,Suxamethonium 
Skelebenz ,Cyclobenzaprine 
Stir-Up ,Memantine
Sevia ,Valsartan 
Sofvasc-V ,Valsartan 
Sevia-H ,Valsartan 
Sofvasc HCT ,Valsartan 
Sofvas HCT ,Valsartan 
Sofvasc HCT ,Hydrochlorothiazide.. 
Sandostatin ,Octreotide Acetate 
Solcina ,Solifenacin Succinate 
Solif ,Solifenacin Succinate 
Solifen ,Solifenacin Succinate 
Servaz ,Azithromycin 
Stomacol ,Domperidone 
Santodex ,Dexamethasone 
Septran ,Co-Trimoxazole 
Septran Ds ,Co-Trimoxazole 
Slorit ,Desloratadine 
Sigmar ,Ebastine 
Sefkin ,Amikacin 
Spasler-P ,Hyoscine 
Somelinz ,Esomeprazole 
Somezol ,Esomeprazole 
Synalar ,Fluocinolone 
Salmicort ,Fluticasone 
S-Flox ,Levofloxacin 
Savelox ,Levofloxacin 
Savilox ,Levofloxacin 
Spectrix ,Levofloxacin 
Stanflox ,Levofloxacin 
Starlev ,Levofloxacin 
Spiromide-,Spironolactone 
Spiromide,Spironolactone 
Smecta ,Dioctahedral Smectite 
Slate ,Cefaclor 
Sionex ,Cefadroxil 
Sionex BD,Cefadroxil 
Scifix ,Cefixime 
Seaxim ,Cefixime 
Seaxim DS,Cefixime 
Secure ,Cefixime 
Secure DS,Cefixime 
Serve ,Cefixime 
Snapcef ,Cefixime 
Spril ,Cefixime 
Supracef ,Cefixime 
Supracef DS,Cefixime 
Swicef ,Cefixime 
Swicef DS,Cefixime 
Sulbaxon ,Cefoperazone 
Sulpron ,Cefoperazone 
Sefoban ,Cefotaxime 
Sporonil ,Cefotaxime 
Swiftax ,Cefotaxime 
Soxtil ,Cefpodoxime 
Supralox ,Cefpodoxime 
Satsin ,Ceftazidime 
Secatine ,Ceftriaxone 
Snare ,Ceftriaxone 
Sonnet ,Ceftriaxone 
Stracef ,Ceftriaxone 
Sita Met ,Metformin 
Seleco ,Celecoxib 
Seloxx ,Celecoxib 
Sofac ,Diclofenac Sodium 
Starcox ,Etoricoxib 
Synalgo ,Flurbiprofen 
Spedicam ,Lornoxicam 
Sarcol H ,Losartan Potassium 
Safgo ,Glimepiride 
Slix  powder,Folic Acid
Sunny D ,Cholecalciferol 
Sinaxamol Extra ,Orphenadrine and Paracetamol 
Selet ,Letrozole 
Sinemet Extra ,Co-careldopa 
Simva ,Simvastatin
Sporanox ,Itraconazole 
Sartan H ,Hydrochlorothiazide.
Sitaglu Met ,Metformin 
Seroft ,Sertraline 
Spasrid  tablet,Phloroglucinol and Trimethylphloroglucinol
Stiemazol  cream,Clotrimazole
Santomet ,"Mometasone, topical"
Simvazaf ,Simvastatin 
Spadix ,Phloroglucinol 
Sita-Met XR ,Metformin 
Scipride ,Levosulpiride 
Sustac ,Glyceryl Trinitrate 
Sivab ,Ivabradine 
Spasfon  injection,Phloroglucinol and Trimethylphloroglucinol
Skin A cream ,"Tretinoin, topical "
Sunny D Insta ,Cholecalciferol 
Sunny D Absorba Liquid ,Cholecalciferol 
Sante ,Omeprazole 
Sofvasc-HCT ,Valsartan+Amlodipine+Hydrochlorothiazide
Sofvasc-HTC ,Valsartan+Amlodipine+Hydrochlorothiazide
Sokast ,Montelukast 
Solo ,Montelukast 
Sontel ,Montelukast 
Surbex Z  tablet,Multivitamins with Zinc
Sensicon ,Atorvastatin calcium trihydrate 
Santomet ,"Mometasone Furoate, topical "
Savesto ,Sacubitril 
S-Gliptin ,Sitagliptin
Sofhep ,Sofosbuvir 
Sofvel ,Sofosbuvir 
Sunny D Drops ,Cholecalciferol 
S.T. Mom ,Misoprostol 
Sutent ,Sunitinib 
Solosin SR ,Tamsulosin HCl 
Sacvin ,Sacubitril 
Staars ,Rosuvastatin calcium 
Suprox ,Ciprofloxacin 
Solu-Cortef      ,Hydrocortisone Sodium Succinate 
Silorap ,Silodosin 
Silorap  ,Silodosin 
Silimarin     ,Silymarin 
Sitaformin ,Metformin 
Simvazaf  ,Simvastatin 
Starcox  ,Etoricoxib 
Synflex ,"Naproxen, oral "
Solvocef ,Cephalexin 
Stresam ,Etifoxine 
Seradep ,Escitalopram 
Sofohil  ,Sofosbuvir 
Sitagen-M XR ,Metformin 
Sopral  ,Bisoprolol Fumarate 
Serrafast ,Serratiopeptidase 
Symbidow ,Budesonide 
Sitaglu - Met XR  ,Metformin 
Sitaphage ,Metformin 
S.R.D ,Cinitapride 
Salzina ,Mesalazine 
Sitagen ,Sitagliptin 
Scabion Forte   lotion,Crotamiton
Sedil ,Cetirizine 
Selanz ,Lansoprazole 
Serosa ,Sertraline 
Swanvit  tablets,Vitamin C
Sita ,Sitagliptin 
Sarcol ,Losartan Potassium 
Sunny D  ,Cholecalciferol 
Softin ,Loratadine 
Somogel ,Lignocaine
Senergy-OD ,Loratadine 
"SCABION (Crotamiton,Sulphur) ",Crotamiton
Semi Metcon ,Glibenclamide 
Seizunil ,Carbamazepine 
Skelgesic ,Tizanidine 
Santirol ,Dexamethasone 
Steribiol ,Dexamethasone 
Steridex ,Dexamethasone 
SurTablet ,Cetirizine 
Synalar-C ,Fluocinolone 
Sofac-P ,Diclofenac potassium 
Spon-K ,Diclofenac potassium 
Spectrazole G  cream,Clotrimazole
Silimarin ,Silymarin 
Scot's Expectorant  syrup,Aminophylline
Seizunil Tablet ,Carbamazepine 
Seretide Evohaler ,Salmeterol 
Surbex-T  tablet,Vitamin B complex plain and with Vitamin C
Singular ,Montelukast 
Singulair ,Montelukast 
Systane  drops,Polyethylene Glycol and Propylene Glycol
Spasmo-Cibalgin  tablet,Hexahydroadiphenine
Seroxat CR ,Paroxetine
Sibelium ,Flunarizine 
Seroxat CR Tablet ,Paroxetine
Singulair ,Montelukast
Seretide Diskus ,Salmeterol 
Skinoren Cream  cream,"Azelaic Acid, Topical"
Singular ,Montelukast
Seretide Diskus ,Fluticasone 
Sinemet Plus ,Co-careldopa
Stieprox  liquid,"Ciclopirox Olamine, Topical"
Stilnox ,Zolpidem
Samerol-N  tablet,Orphenadrine and Paracetamol
Sopral Plus ,Bisoprolol 
Sugral ,Glimepiride 
Sunpride ,Glimepiride 
Segesic ,Buprenorphine 
Segon ,Pentazocine 
Sosegon  injection,Pentazocine
Soseno ,Pentazocine 
Sterelon ,Mesterolone 
Sadmic ,Carbamazepine 
Setril ,Clonazepam 
Sportin ,Lamotrigine 
Seziril ,Topiramate 
Syntocinon ,Oxytocin 
Skelwin ,Tizanidine 
Sothonum ,Suxamethonium 
Suxal ,Suxamethonium 
Suxam ,Suxamethonium 
Suxamethonium inj ,Suxamethonium 
Suxinium ,Suxamethonium 
Sofvasc OLM ,Olmesartan Medoxomil 
Sofvasc OLM ,Amlodipine 
Salmocal ,Salcatonin 
Salmocal Nasal ,Salcatonin 
Solicep ,Solifenacin Succinate 
Sapzith ,Azithromycin 
Simzith ,Azithromycin 
Spell ,Azithromycin 
Syzcin ,Azithromycin 
Simulect ,Basiliximab 
Solium ,Domperidone 
Stardone ,Domperidone 
Stomeze ,Domperidone 
Sevidon-V ,Domperidone Maleate 
Saydetron Ds ,Trimethoprim 
Septazole ,Trimethoprim 
Siltran ,Trimethoprim 
Siltran Ds ,Trimethoprim 
Sulforin ,Trimethoprim 
Sapdis ,Clarithromycin 
Silkocin ,Clarithromycin 
Stamentin ,Amoxicillin 
Stavomox ,Amoxicillin 
Spersadexoline ,Dexamethasone 
Saydetron ,Trimethoprim 
Semozol ,Trimethoprim 
Semozol Ds ,Trimethoprim 
Septazole Ds ,Trimethoprim 
Septrozole ,Trimethoprim 
Septrozole Ds ,Trimethoprim 
Sinersel ,Trimethoprim 
Sulfarim ,Trimethoprim 
Sulfarim Ds ,Trimethoprim 
Sulprim ,Trimethoprim 
Synklar ,Clarithromycin 
Simklin ,Clindamycin 
Stamentin Ds ,Amoxicillin 
Stamentin DS ,Amoxicillin 
Selora ,Desloratadine 
Simstine ,Ebastine 
Semoquine ,Amodiaquine 
Solprin ,Aspirin 
Soluprin ,Aspirin 
Salcobyd ,Salicyclic Acid 
Supracil ,Amikacin 
Sprahaler ,Ipratropium Bromide 
Sonion ,Isotretinoin Topical 
Soretin ,Isotretinoin Topical 
Sporokil ,Itraconazole 
Spike ,Ketoconazole 
S-Mepra ,Esomeprazole 
S-Om ,Esomeprazole 
S-Zole ,Esomeprazole 
S.Mark ,Esomeprazole 
Sameso ,Esomeprazole 
Saphire ,Esomeprazole 
Shaez ,Esomeprazole 
Simeso ,Esomeprazole 
Smep ,Esomeprazole 
Sogo ,Esomeprazole 
Somepra ,Esomeprazole 
Sompra ,Esomeprazole 
Sompraz ,Esomeprazole 
Somrit ,Esomeprazole 
Syzazole ,Esomeprazole 
Sun-Gran ,Filgrastim 
Sayfluc ,Fluconazole 
Skif ,Fluconazole 
Synocon ,Fluconazole 
Selide ,Flunisolide 
Sanid ,Flurbiprofen 
Sapid ,Flurbiprofen 
Siskat ,Flurbiprofen 
Syro ,Flurbiprofen 
Seretide Evohaler ,Fluticasone 
Seretide Evohaler ,Fluticasone Propionate 
Sapraz ,Lansoprazole 
Selanz SR ,Lansoprazole 
Solanz ,Lansoprazole 
Sopran ,Lansoprazole 
Sopras ,Lansoprazole 
Syzol ,Lansoprazole 
Sanflox ,Levofloxacin 
Sapitic ,Levofloxacin 
Sayvof ,Levofloxacin 
Selan ,Levofloxacin 
Selflox ,Levofloxacin 
Staflox ,Levofloxacin 
Sterilevo ,Levofloxacin 
Surmount ,Levofloxacin 
Schazobutol ,Ethambutol 
Simko ,Nizatidine 
Silvederma ,Silver Sulphadiazine 
Sinopril ,Lisinopril dihydrate 
Sulzone ,Cefoperazone 
Spirotech ,Spironolactone 
Semotox ,Attapulgite 
Semopyrin ,Aspirin 
Saptamol ,Paracetamol 
Synflorix ,Pneumococcal vaccine 
Samoclor ,Cefaclor 
Sayflar ,Cefaclor 
Shafix ,Cefaclor 
Supren ,Cefaclor 
Safdroxil ,Cefadroxil 
Say-drox ,Cefadroxil 
Sepnadox ,Cefadroxil 
Stick ,Cefadroxil 
Sporzine ,Cefatrizine 
Safenar ,Cefdinir 
Sepgen ,Cefepime 
Shanty ,Cefepime 
Swisspime ,Cefepime 
Synopime ,Cefepime 
Sallar ,Cefixime 
Sallar DS,Cefixime 
Sayfim ,Cefixime 
Scavia ,Cefixime 
Scavia DS,Cefixime 
Septipan ,Cefixime 
Sivarol ,Cefixime 
Sivarol DS,Cefixime 
Spanix ,Cefixime 
Spectracef ,Cefixime 
Sporzim ,Cefixime 
Suncef ,Cefixime 
Superixime ,Cefixime 
Superixime DS,Cefixime 
Surexime ,Cefixime 
Synocef ,Cefixime 
Sayzone ,Cefoperazone 
Sefozone ,Cefoperazone 
Sactum ,Cefoperazone 
Solobect ,Cefoperazone 
Squad ,Cefoperazone 
Sufzon ,Cefoperazone 
Sulcef ,Cefoperazone 
Sulcefta ,Cefoperazone 
Sulpazone ,Cefoperazone 
Sulperazone ,Cefoperazone 
Sulzeb ,Cefoperazone 
Sunbact ,Cefoperazone 
Suzone ,Cefoperazone 
Sumoxen ,Naproxen
Salcef ,Cefotaxime 
Sefox ,Cefotaxime 
Setex ,Cefotaxime 
Shifacron ,Cefotaxime 
Speedro ,Cefotaxime 
Stafron ,Cefotaxime 
Suntec ,Cefotaxime 
Shime ,Cefpodoxime 
Sefta ,Ceftazidime 
Stef ,Ceftazidime 
Sydocef ,Ceftizoxime 
Safe-One ,Ceftriaxone 
Samphor ,Ceftriaxone 
Seacef ,Ceftriaxone 
Sergifex ,Ceftriaxone 
Shaxone ,Ceftriaxone 
Silah ,Ceftriaxone 
Sky-Zone ,Ceftriaxone 
So-Ozone ,Ceftriaxone 
Socin ,Ceftriaxone 
Sodocef ,Ceftriaxone 
Sporcef ,Ceftriaxone 
Sporex ,Ceftriaxone 
Supple ,Ceftriaxone 
Safme ,Cefuroxime 
Sayfruxime ,Cefuroxime 
Safalex ,Cephalexin 
Safexin ,Cephalexin 
Sefolex ,Cephalexin 
Selexin ,Cephalexin 
Swiflin ,Cephazolin 
Selxib ,Celecoxib 
Signa ,Diclofenac potassium 
Safe-T ,Diclofenac Sodium and Misoprostol 
Samotec-,Diclofenac Sodium and Misoprostol 
Smash ,Diclofenac Sodium and Misoprostol 
Shaltaren ,Diclofenac Sodium 
Simfenic ,Diclofenac Sodium 
Swiso ,Diclofenac Sodium 
Synoflam ,Diclofenac Sodium 
Saprofen ,Ibuprofen 
Semorfen ,Ibuprofen 
Sanprox ,Naproxen 
Santosa ,Naproxen 
Sonac ,Naproxen 
Sonum ,Naproxen 
Synovax ,Naproxen 
Synprox ,Naproxen 
Salden ,Piroxicam 
Sandan ,Piroxicam 
Simroxy ,Piroxicam 
Senoxi ,Tenoxicam 
Sanvac ,Measles virus strain 
Shanvac-B ,Hepatitis B Vaccine 
Stamaril ,Yellow Fever Vaccine 
Stieproxal  lotion,"Ciclopirox Olamine and salicylic acid, Topical"
Solu Medrol ,Methylprednisolone 
Sosegon ,Pentazocine 
Soseno  injection,Pentazocine
Saventrine ,Isoprenaline 
Strolac ,Ketorolac tromethamine 
Sapmoic ,Mefenamic Acid 
Sunmol ,Paracetamol 
Stiver ,Ivermectin 
Seven Seas ,Cod liver oil 
Santochlor ,"Chloramphenicol,Eye "
Synsma ,Doxofylline 
Saydokast ,Montelukast 
Seasol ,Montelukast 
Season ,Montelukast 
Simkast ,Montelukast 
Singokast ,Montelukast 
Synkast ,Montelukast 
SIP ,Ciprofloxacin 
SOM-ES-,Esomeprazole 
Sozole-,Omeprazole 
Senora ,Letrozole 
Strepsils comfort Multi Action ,Dybenal
Seretide Accuhaler/Diskus ,Fluticasone 
Seapride ,Itropride Hydrochoride 
Saxenda ,Liraglutide 
Sodium Bicarbonate,Sodium Bicarbonate
Samerol-N Forte  tablet,Orphenadrine
Soda Glycerin  drops,Soda Glycerine
Stelazine ,Trifluoperazine
Semi Glicon ,Glibenclamide 
Sucronil ,Gliclazide 
Sugcon ,Gliclazide 
Suglow ,Glimepiride 
Sugamet ,Metformin 
Sugarphage ,Metformin 
Synadoc ,Codeine 
Soprat ,Divalproex Sodium 
Sketeez ,Tizanidine 
Spasfree ,Tizanidine 
Strive ,Tizanidine 
Sumeth ,Suxamethonium 
Sioalkali ,Sodium Acid Citrate 
Sitrol ,Sodium Acid Citrate 
Socirate ,Sodium Acid Citrate 
Semofenicol ,Chloramphenicol 
Sevidon ,Domperidone 
Sydidon ,Domperidone 
Skenazole ,Econazole 
Sulfa-X Ds ,Trimethoprim 
Sulphatran ,Trimethoprim 
Spersadex ,Dexamethasone 
Safloid ,cinnarizine 
Solopred ,Prednisolone 
Sulphapred ,Prednisolone 
Saptri ,Trimethoprim 
Septatone ,Trimethoprim 
Sulfa-X ,Trimethoprim 
Spersadex Comp ,Dexamethasone 
Stavidyl ,Clemastine 
Sydinate ,diphenhydramine 
Sebastin ,Ebastine 
Sebesta ,Ebastine 
Serax ,Ebastine 
Suldoxin ,Sulfadoxine 
Sulfadar ,Sulfadoxine 
Sulfalaria ,Sulfadoxine 
Saleto ,Ibuprofen 
Seproderm ,Zinc Oxide 
Sorolan ,Methoxsalen 
Sapizine ,Cetirizine 
Serzine ,Cetirizine 
Stazin ,Cetirizine 
Sonorex ,Isoniazid 
Sonomycin ,Fosfomycin 
Saytofen ,Ketotifen 
Sopra ,Lansoprazole 
Somnite ,Diazepam 
Silsul ,Silver Sulphadiazine 
Skinsafe ,Silver Sulphadiazine 
Syraprim ,Trimethoprim 
Skilax ,Sodium Picosulphate 
Sapotin ,Kaolin 
Syngesic ,Mefenamic Acid 
Samophen ,Paracetamol 
Supamol ,Paracetamol 
Supamol DS ,Paracetamol 
Sedonil ,Bromazepam 
Sazolene ,Cephazolin 
Silzolin ,Cephazolin 
Swiso-P ,Diclofenac potassium 
Sydasic ,Diclofenac potassium 
Sydip ,Diclofenac potassium 
Syndifen ,Diclofenac potassium 
Sharp ,Diclofenac Sodium 
Sofren ,Diclofenac Sodium 
Sonal ,Diclofenac Sodium 
Sondic ,Diclofenac Sodium 
Stopan ,Diclofenac Sodium 
Syfenac ,Diclofenac Sodium 
Synofen ,Ibuprofen 
Synlox ,Meloxicam 
Slide ,Nimesulide 
Sulide-,Nimesulide 
Sponac ,Piroxicam 
Syntec ,Piroxicam 
SII-Onco-BCG  injection,BCG Vaccine
Surbex ,Multivitamin
Spiano ,Aceclofenac 
Segon  injection,Pentazocine
Sorbid ,Isosorbide Dinitrate 
Sequence ,Isosorbide Mononitrate 
Sorbimon ,Isosorbide Mononitrate 
Synopar ,Paracetamol 
Semo Rex  ointment,"Iodine and Methyl Salicylate, topicals"
Salamol ,Salbutamol 
Salbanol ,Salbutamol 
Salbutamol ,Salbutamol 
Salbuvent ,Salbutamol 
Salcol ,Salbutamol 
Salmol ,Salbutamol 
Semo-C - Sugar Free ,Vitamin C 
Tenormin ,Atenolol 
Tritace ,Ramipril 
Thyroxine  tablet,Levothyroxine
Tiovair ,Tiotropium 
Tres Orix Forte  syrup,Appetite Stimulant
Tiovair-F ,Tiotropium 
Tenoret ,Atenolol 
Transamin ,Tranexamic Acid 
Tarivid ,Ofloxacin
Travatan  ,Travoprost 
Telfast ,Fexofenadine 
Treatan ,Candesartan Cilexetil 
Tryptanol ,Amitriptyline 
Tamsol-D ,Tamsulosin HCl 
Travocort Cream ,Diflucortolone  
Treatan ,Candesartan Cilexetil
Trimelasin ,Hydroquinone 
Torex-IR ,Naproxen 
Tearkool ,Hypromellose 
Terbiderm Forte ,Terbinafine
Tansin ,Losartan Potassium 
T-day ,Levocetirizine 
Tamsolin ,Tamsulosin HCl 
Tanakan ,Ginko Biloba containing preps
Tanzo ,Piperacillin 
Telfast D,Fexofenadine 
Telsarta ,Telmisartan
Tobrex ,Tobramycin
TRAVOGEN ( Isoconazole nitrate ) ,Isoconazole
Tenofo-B ,Tenofovir Disoproxil 
Tibol ,Tibolone 
Triforge ,Amlodipine 
Teph ,Omeprazole 
Tagip ,Sitagliptin 
Trevia ,Sitagliptin 
TagipMet ,Sitagliptin 
TreviaMet ,Sitagliptin 
Tamadol ,Tramadol 
Tonoflex Sr ,Tramadol 
Tradol ,Tramadol 
Tramagesic ,Tramadol 
Tramal ,Tramadol 
Tramapar ,Tramadol 
Telox ,Oxcarbazepine 
Trioptal ,Oxcarbazepine 
Tics-G ,Topiramate 
Tomax ,Topiramate 
Topagen ,Topiramate 
Topilep ,Topiramate 
Topirama ,Topiramate 
Topiro ,Topiramate 
Torate ,Topiramate 
Terlax ,Tizanidine 
Ternelin ,Tizanidine 
Thiolax ,Thiocolchicoside 
Tasmi ,Telmisartan 
Telsan ,Telmisartan 
Telsarta ,Telmisartan 
Telsitan ,Telmisartan 
Telmis H ,Telmisartan 
Telsarta D ,Telmisartan 
Telsitan-H ,Telmisartan 
Treatan D ,Candesartan Cilexetil 
Tyloric ,Febuxostat 
Toldex ,Tolterodine 
Toldin ,Tolterodine 
Tolodin ,Tolterodine 
Tobra-D ,Dexamethasone 
Tobracin-D ,Dexamethasone 
Tobradex ,Dexamethasone 
Tobrasone ,Dexamethasone 
Tobra ,Dexamethasone 
Timequin ,Dihydroartemisinin 
Tretiderm ,Isotretinoin Topical 
Trutil ,Esomeprazole 
Toposide ,Etoposide 
Technozole ,Fluconazole 
Triazolin ,Fluconazole 
Tarisin ,Flunisolide 
Top Gel MCA ,Fluocinolone 
Ticovate ,Fluticasone Propionate 
Tavanic ,Levofloxacin 
Trimzak ,Orlistat 
Trupril ,Lisinopril dihydrate 
Telsarta-A ,Amlodipine 
Triforge ,Valsartan+Amlodipine+Hydrochlorothiazide 
Toradol ,Ketorolac Trometamol 
Toradol ,Ketorolac tromethamine 
Torapan ,Ketorolac Trometamol 
Tromit ,Ketorolac Trometamol 
Tyladol ,Paracetamol 
Terbiderm ,Terbinafine 
Tycef ,Cefixime 
Tycef DS,Cefixime 
Tysen ,Cefixime 
Toxirid ,Cefoperazone 
Taxomic ,Cefotaxime 
Tizid ,Ceftazidime 
Tezox ,Ceftizoxime 
Tefno ,Ceftriaxone 
Tavist ,Atorvastatin calcium trihydrate 
Terbiderm Tab ,Terbinafine
Titan ,Ceftriaxone 
Traxon ,Ceftriaxone 
Triax ,Ceftriaxone 
Triject ,Ceftriaxone 
Tercica ,Dexibuprofen 
Tablet Xylor ,Loratadine
Terbimax ,"Terbinafine,Oral "
Treviamet XR,Sitagliptin 
Triton Oint ,"Triamcinolone, Topical"
Typbar  injection,Typhoid vaccine
Terbisil ,Terbinafine
Terbisil ,"Terbinafine,Oral"
TagipMet XR ,Sitagliptin 
Tracrium ,Atracurium Besylate
Tracetol ,Tramadol and Paracetamol 
Tradol ,Tramadol
Tygacil ,Tigecycline 
Telsarta A ,Amlodipine 
Tepride ,Itopride
TagipMet XR ,Metformin 
Telsarta A  ,Amlodipine 
Tamsolin Plus ,Dutasteride 
Treviamet XR ,Metformin 
Trimetabol ,Metopine
Ticon ,Ketoprofen 
Treviamet ,Metformin 
Tears Forte ,Dextran 
Traxacid ,Tranexamic Acid 
Trulicity ,Dulaglutide 
Tobrex ,Tobramycin 
Tramed ,Tramadol 
Tramal Plus ,Tramadol 
Testoviron Depot ,Testosterone Oenanthate 
Tigasor ,Acitretin 
Trisil,Aluminium Hydroxide
Tizorel ,Tizanidine 
Telsarta-A ,Telmisartan 
Tair ,Montelukast 
Tesmic ,Terbutaline Inj/Oral 
Tamsolin-S ,Tamsulosin HCl 
Tioget  ,Tiotropium bromide 
Telmis-A ,Amlodipine 
Teardrop (,Sodium Carboxymethylcellulose 
Travson (,Travoprost 
Tansin-DS ,Losartan Potassium 
Trapeze ,Sitagliptin 
Trapeze Plus ,Sitagliptin 
Torason ,Ketorolac tromethamine 
Thewril ,Thiocolchicoside 
Triplixam ,Amlodipine 
Taxotere ,Docetaxel 
Triton ,Triamcinolone 
Targocid ,Teicoplanin 
Treviamet XR   ,Metformin 
Telmis ,Telmisartan 
Tonoflex-P ,Paracetamol 
Travost  ,Travoprost 
Trikat MR ,Trimetazidine dihydrochloride 
Tisamide  syrup,Lacosamide
Tiflex ,Tizanidine 
Tisamide ,Lacosamide 
Tretigen  ,Isotretinoin Oral 
Tonoflex ,Tramadol 
Tercica ,Daxibuprofen 
Telfast ,Fexofenadine HCI 
Ticovate  ointment,Fluticasone Propionate
Typhodex  drops,Dexamethasone
Tenovir-AF ,Tenofovir Alafenamide 
Tenovir ,Tenofovir Disoproxil 
Tolsura ,Itraconazole 
Tofajak ,Tofacitinib 
Tasmi AM ,Amlodipine besylate 
Tazbac ,Piperacillin 
Terbinasav ,Terbinafine 
Tobracin  ,Tobramycin 
Toni-,Supplements
Truglif  ,Empagliflozin 
Truglif Met ,Empagliflozin 
TEpH Insta Sugar Free ,Omeprazole 
T-Day ,Levocetirizine 
TruGlif Met ,Empagliflozin 
Tio - Veez ,Tiotropium bromide 
Tornil ,Flurbiprofen 
TriHEMIC ,Iron with Multiple Vitamins 
Tears Plus Eye Drops ,Polyvinyl Alcohol
Tempramine ,Chlorpheniramine 
Testonon ,Testosterone Oenanthate 
Tempol Suspension ,Paracetamol 
Tyladol Plus ,Paracetamol 
Torfen ,Ibuprofen 
Troz ,Metronidazole 
Talergin ,Loratadine
Tandegyl ,Clemastine
Tempramine  suspension,Chlorpheniramine
Tyrillin  syrup,diphenhydramine
Tegral ,Carbamazepine 
Trusopt ,Dorzolamide 
Timoptol ,Timolol 
Tears Naturale  drops,Hypromellose
Tienam ,Imipemide 
Thyronorm ,Levothyroxine 
Tagamet ,Cimetidine
Toxinil  tablet,Multivitamin with Mineral
Theragran H  tablet,Iron with Multiple Vitamins
Topmate ,Topiramate 
TENZ  TIZPA  ,Tizanidine
Tagozer ,Pioglitazone 
Tagozer-G ,Pioglitazone 
Temfin ,Buprenorphine 
Tempol -C ,Codeine 
T-Dol ,Tramadol 
T-Mod ,Tramadol 
Tamrol ,Tramadol 
Traumanil ,Tramadol 
Tremomed ,Tramadol 
Testosteron Inj ,Testosterone 
Tegram ,Carbamazepine 
Teril ,Carbamazepine 
Trimotol ,Lamotrigine 
Tolymax ,Topiramate 
Tomate ,Topiramate 
Tomigraine ,Topiramate 
Topamax ,Topiramate 
Topamid ,Topiramate 
Topcal ,Topiramate 
Topirat ,Topiramate 
Topirax ,Topiramate 
Toprex ,Topiramate 
Topte ,Topiramate 
Tritop ,Topiramate 
Tergynan ,Tinidazole 
Tocinox ,Oxytocin 
Tracrium ,Atracurium Besylate 
Tracur ,Atracurium Besylate 
Taixa ,Tizanidine 
Tazadin ,Tizanidine 
Thiosid ,Thiocolchicoside 
Thonium ,Suxamethonium 
Telday ,Telmisartan 
Tulurik ,Valsartan 
Teveten ,Eprosartan 
Taivor ,Oxybutynin 
Teroda ,Tolterodine 
Terol ,Tolterodine 
Throb ,Azithromycin 
Toxiplatin ,Carboplatin 
Talsis ,Domperidone 
Tropin ,Epoetin Alfa 
Tranazol ,Trimethoprim 
